# destino_id,destino_nombre_es
2205,Seadust Cancun Family Resort
2206,Secrets Akumal Riviera Maya
2207,Secrets Aura
2208,Secrets Bahia Mita Surf & Spa
2209,Secrets Capri Riviera Cancún
2210,Secrets Huatulco Resort & Spa
2211,Secrets Huatulco Resort & Spa
2212,Secrets Maroma Beach Riviera Cancún
2213,Secrets Moxché Playa del Carmen
2214,Secrets Playa Mujeres
2215,Secrets Puerto Los Cabos
2216,Secrets Riviera Cancun Resort & Spa
2217,Secrets Silversands Riviera Cancún
2218,Secrets The Vine Cancún
2219,Secrets Vallarta Bay
2220,Selina Cancun Hotel Zone
2221,Selina Mexico City Downtown
2222,Selina Oaxaca
2224,Selina Playa del Carmen
2225,Selina Puerto Escondido
2226,Selina Sayulita
2227,Selina Shared Oaxaca.
2228,Senses Riviera Maya by Artisan
2229,Sensira Resort & Spa Riviera Maya
2230,Serenity Eco Luxury Tented Camp
2231,Sereno Art Hotel
2232,Shavanna Hotel Boutique
2233,Sheraton Buganvillas Resort
2234,Sheraton Grand Hacienda del Mar Los Cabos
2235,Siesta Fiesta Hotel PDC
2236,Sina Suites
2237,"Singular Joy, Residence Hotel"
2238,Sirena del Mar
2239,Six Hotel Guadalajara Degollado
2240,Sleep Inn Ciudad de México
2241,Sleep Inn Tuxtla Gutierrez
2242,SLS Hotel & Residences
2243,Soho Playa Hotel
2244,Sol Calbañas
2245,Sol de Occidente
2246,Solaz Los Cabos
2247,Solmar Resort Cabos San Lucas
2248,Solymar Cancún Beach and Resort
2249,Sotavento Hotel
2250,Stadía Suites Mexico City Santa Fe
2251,Star Palace Hotel
2252,StarBay Suites Resort
2253,Staybridge Suites Guadalajara Expo
2254,Suite 24 Hotel Boutique
2255,Suites & Hotel Punta Esmeralda
2256,Suites Bahía
2257,Suites Cancún Center
2258,Suites Colonial
2259,Suites de la Parra
2260,Suites Gaby
2261,Suites Galeon
2262,Suites Kepler
2263,Suites La Fragua
2264,Suites Las Flores Beach Resort
2265,Suites Las Nereidas
2266,Suites Malecon Cancun
2267,Suites Tulum
2268,Suites Xadani
2269,Suites Ximajo
2270,Suites Xiu
2271,Sun Palace
2272,Sunrise 42 Hotel
2273,Sunrock Hotel
2274,Sunscape Akumal Beach Resorts & Spa
2275,Sunscape Dorado Pacifico Ixtapa
2276,Sunscape Puerto Vallarta Resort & Spa
2277,Sunscape Sabor
2278,Sunscape Sabor Cozumel
2279,Sunset Fishermen Beach Resort
2280,Sunset Marina Resort & Yacht Club
2281,Sunset Marina Resorts & Yatch Club
2282,Sunset Point Resort
2284,Sunset Royal Beach Resort
2285,Technotel Beach San Benito
2286,Tecno Hotel Mérida Norte
2287,Tecnohotel Casa Villamar
2288,Tecnohotel Itzaes
2289,Templo Mayor
2290,Templo Mayor
2291,Temptation Resort Spa Cancún
2292,Terminal de Cruceros Punta Langosta Cozumel
2293,Terracota Corner Room
2294,Terrasol Beach Resort
2296,Tesoro Los Cabos
2297,Tesoro Manzanillo All Inclusive
2298,The Beach Tulum Hotel
2299,The Beloved Hotel Playa Mujeres
2300,The best place to enjoy Oaxaca
2301,The Cape
2302,The Carmen Hotel
2303,The Elements
2304,The Explorean Cozumel All Inclusive
2305,The Fives Beach Hotel & Residences
2306,The Fives Downtown Hotel & Residences
2307,The Grand Bliss at Vidanta Riviera Maya
2309,The Grand Mayan
2310,The Grand Mayan at Vidanta Riviera Maya
2311,The Hacienda at Hilton Puerto Vallarta
2312,The Inn At Mazatlan
2313,The Palm at Playa
2314,The Palms Resort of Mazatlan
2315,The Reef 28
2316,The Reef Coco Beach
2317,The Reef Playacar
2318,The Resort at Pedregal
2319,The Roof Backpackers Hostel
2320,The Royal Cancun
2321,The Royal Caribbean
2322,The Royal Haciendas Resort
2323,The Royal Islander
2324,The Royal Sands
2325,The Shore
2326,The Sian Ka an at Grand Tulum
2327,The St. Regis Punta Mita Resort
2328,The Tide Resort
2329,The Villas at Grand Residences
2330,The Westin Cozumel
2331,The Westin Resort
2332,The Westin Resort and Spa
2333,The Westin Santa Fe
2334,The Yellow Capsule
2335,The Yucatan Resort
2336,Thompson Beach House
2337,Thompson Playa del Carmen
2338,Thompson Zihuatanejo Beach Resort
2339,Torre Dorada Cancun
2340,Tower Bridge Hostel
2341,Tropical Casa Blanca Party Hotel
2342,TRS Coral Costa Mujeres
2343,TRS Yucatán by Palladium
2344,Tucan Hostel
2345,Tulúm
2346,"Umbral, Curio Collection by Hilton"
2347,Un sueno Valle de Huajes
2348,Unic Design Hotel
2349,Unico 20 87 Hotel Riviera Maya
2350,Universo
2351,Urbainn Hotel
2352,V10 Smart Hotels
2353,Valentín Imperial Maya
2354,Valle de Guadalupe
2355,Velas Vallarta Suites Resort All Inclusive
2356,Venados Inn
2357,Ventana del Mar
2358,Ventanas al Paraiso
2359,Ventus at Marina El Cid Spa & Beach Resort Cancún Riviera Maya
2360,Veracruz Centro Histórico
2361,Viceroy Los Cabos
2362,Viceroy Riviera Maya
2363,Vidanta Nuevo Vallarta
2364,Vidanta Resort
2365,View Mediterrando Suites Cancun
2366,Villa Alejandra Hotel Boutique
2367,Villa Angeles
2368,Villa Bellavista Huatulco
2369,Villa Casa del Mar
2370,Villa Casalet
2371,Villa del Arco
2372,Villa Del Mar Playa del Carmen
2373,Villa del Palmar
2374,Villa del Palmar Beach Resort and Spa
2375,Villa del Palmar Cancún Beach Resort and Spa
2376,Villa Del Palmar Flamingos Beach Resort and Spa
2377,Villa Eden
2378,Villa la Estancia
2379,Villa La Estancia Beach Resort & Spa Riviera Nayarit
2380,Villa la Joya
2381,Villa Lala Hotel Boutique
2382,Villa maroma
2383,"Villa Mercedes Merida, Curio Collection By Hilton"
2384,Villa Mozart y Macondo
2385,Villa Naiik en Siaan Kaan
2386,Villa Orquidea Boutique Hotel
2387,Villa Pájaro del Sol
2388,Villa Paraiso and Suites by LATAM Vacation Rentals
2389,Villa Pescadores
2390,Villa Premiere Boutique Hotel & Romantic Getaway
2391,Villa Tulum
2392,Villa Varadero Vallarta
2393,Villablanca Garden Beach Hotel
2394,Villamar Princesa Suites
2395,Villas & Resort Luz de Luna
2396,Villas Amanecer
2398,Villas Bakalar
2399,Villas Bambú Isa
2400,Villas Bayal
2401,Villas Caribe
2402,Villas del Sol
2403,Villas Fa-Sol
2404,Villas Fasol Huatulco
2405,Villas Flamingo
2406,Villas La Lupita
2407,Villas Luz de Luna
2408,Villas Maria Isabel
2409,Villas Marlin
2410,Villas Paraíso Huatulco
2411,Villas Paraiso Pool Side by Villas HK28
2412,Villas Tropical
2413,Villas Vallarta By Canto del Sol
2414,Villas Xtacay Playacar
2415,Villas Yessenia
2416,Vintage Hotel
2417,Vista del Mar Boutique Hotel
2418,Vista Inn Premium
2419,Viva Wyndham Azteca
2420,Viva Wyndham Maya
2421,Vivo Resorts
2422,W Hotel Punta de Mita
2423,W Mexico City
2424,Waldorf Astoria Los Cabos Pedregal
2425,Welk Resort
2426,Westin Lagunamar
2427,Westin Regina
2428,White Sand
2429,Wyndham Alltra Cancun - All-Inclusive
2430,Wyndham Alltra Playa del Carmen – solo adultos
2431,Wyndham Cabos San Lucas
2432,Wyndham Cozumel Hotel & Resort
2433,Wyndham Garden Colima
2434,Wyndham Garden Mexico City Polanco
2435,Wyndham Garden Playa del Carmen
2436,Wyndham Merida
2437,Xaman-Ha Condominiums
2438,Xbalamqué Resort and Spa
2439,Xcala Illusion Express
2440,Xel-Há
2441,Xenses
2442,Xio Akumal
2443,Xolumado Inspiration Village By Karisma
2444,Xoximilco
2445,Xtilu Hotel
2446,Xtudio Comfort Hotel by Xperience Hotels
2447,Ya ax Hotel Boutique
2448,Yes Inn Nuevo Veracruz
2449,Ysuri Sayulita Beachfront Hotel
2450,Zadún a Ritz-Carlton Reserve
2451,Zoetry Casa Del Mar
2452,Zoetry Paraíso de la Bonita Riviera Maya
2453,Zuanayoly
